ocel:eid,ocel:type:A,ocel:activity,ocel:timestamp,ocel:type:O
8553,['Application_1219502153'],Submit,2023-01-03 16:00:00+00:00,[]
8554,['Application_1219502153'],Complete,2023-01-03 16:00:00+00:00,[]
8555,['Application_1219502153'],Accept,2023-01-03 16:00:00+00:00,[]
8556,['Application_1219502153'],Create offer,2023-01-03 16:00:00+00:00,['Offer_345985234']
8557,['Application_1219502153'],Create offer,2023-01-03 16:00:00+00:00,['Offer_197293279']
8558,[],Send,2023-01-03 16:00:00+00:00,['Offer_197293279']
8559,[],Send,2023-01-03 16:00:00+00:00,['Offer_345985234']
8560,[],Call,2023-01-03 16:00:00+00:00,['Offer_345985234']
8561,['Application_1219502153'],Cancel application,2023-01-03 16:00:00+00:00,"['Offer_345985234', 'Offer_197293279']"
8562,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_197293279']
8563,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_345985234']
8590,['Application_556934589'],Create application,2023-01-03 16:00:00+00:00,[]
8591,['Application_556934589'],Complete,2023-01-03 16:00:00+00:00,[]
8592,['Application_556934589'],Accept,2023-01-03 16:00:00+00:00,[]
8593,['Application_556934589'],Create offer,2023-01-03 16:00:00+00:00,['Offer_1867088050']
8594,['Application_556934589'],Create offer,2023-01-03 16:00:00+00:00,['Offer_1070855954']
8595,[],Send,2023-01-03 16:00:00+00:00,['Offer_1070855954']
8596,[],Send,2023-01-03 16:00:00+00:00,['Offer_1867088050']
8597,[],Call,2023-01-03 16:00:00+00:00,['Offer_1867088050']
8598,['Application_556934589'],Cancel application,2023-01-03 16:00:00+00:00,"['Offer_1070855954', 'Offer_1867088050']"
8599,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_1070855954']
8600,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_1867088050']
8601,['Application_1974367792'],Create application,2023-01-03 16:00:00+00:00,[]
8602,['Application_1974367792'],Complete,2023-01-03 16:00:00+00:00,[]
8603,['Application_1974367792'],Accept,2023-01-03 16:00:00+00:00,[]
8604,['Application_1974367792'],Create offer,2023-01-03 16:00:00+00:00,['Offer_537645027']
8605,['Application_1974367792'],Create offer,2023-01-03 16:00:00+00:00,['Offer_250087782']
8606,[],Send,2023-01-03 16:00:00+00:00,['Offer_250087782']
8607,[],Send,2023-01-03 16:00:00+00:00,['Offer_537645027']
8608,[],Call,2023-01-03 16:00:00+00:00,['Offer_537645027']
8609,['Application_1974367792'],Cancel application,2023-01-03 16:00:00+00:00,"['Offer_250087782', 'Offer_537645027']"
8610,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_250087782']
8611,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_537645027']
8612,['Application_196665701'],Create application,2023-01-03 16:00:00+00:00,[]
8613,['Application_196665701'],Submit,2023-01-03 16:00:00+00:00,[]
8614,['Application_196665701'],Complete,2023-01-03 16:00:00+00:00,[]
8615,['Application_196665701'],Accept,2023-01-03 16:00:00+00:00,[]
8616,['Application_196665701'],Create offer,2023-01-03 16:00:00+00:00,['Offer_1909884269']
8617,[],Send,2023-01-03 16:00:00+00:00,['Offer_1909884269']
8618,[],Call,2023-01-03 16:00:00+00:00,['Offer_1909884269']
8619,['Application_196665701'],Create offer,2023-01-03 16:00:00+00:00,['Offer_14302740']
8620,[],Send,2023-01-03 16:00:00+00:00,['Offer_14302740']
8621,['Application_196665701'],Cancel application,2023-01-03 16:00:00+00:00,"['Offer_1909884269', 'Offer_14302740']"
8622,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_14302740']
8623,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_1909884269']
8624,['Application_432258172'],Create application,2023-01-03 16:00:00+00:00,[]
8625,['Application_432258172'],Complete,2023-01-03 16:00:00+00:00,[]
8626,['Application_432258172'],Accept,2023-01-03 16:00:00+00:00,[]
8627,['Application_432258172'],Create offer,2023-01-03 16:00:00+00:00,['Offer_1379227468']
8628,['Application_432258172'],Create offer,2023-01-03 16:00:00+00:00,['Offer_600107317']
8629,[],Send,2023-01-03 16:00:00+00:00,['Offer_600107317']
8630,[],Send,2023-01-03 16:00:00+00:00,['Offer_1379227468']
8631,[],Call,2023-01-03 16:00:00+00:00,['Offer_1379227468']
8632,['Application_432258172'],Cancel application,2023-01-03 16:00:00+00:00,"['Offer_600107317', 'Offer_1379227468']"
8633,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_600107317']
8634,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_1379227468']
8635,['Application_1281091470'],Create application,2023-01-03 16:00:00+00:00,[]
8636,['Application_1281091470'],Submit,2023-01-03 16:00:00+00:00,[]
8637,['Application_1281091470'],Complete,2023-01-03 16:00:00+00:00,[]
8638,['Application_1281091470'],Accept,2023-01-03 16:00:00+00:00,[]
8639,['Application_1281091470'],Create offer,2023-01-03 16:00:00+00:00,['Offer_2124386962']
8640,[],Send,2023-01-03 16:00:00+00:00,['Offer_2124386962']
8641,[],Call,2023-01-03 16:00:00+00:00,['Offer_2124386962']
8642,['Application_1281091470'],Create offer,2023-01-03 16:00:00+00:00,['Offer_2060811246']
8643,[],Send,2023-01-03 16:00:00+00:00,['Offer_2060811246']
8644,['Application_1281091470'],Cancel application,2023-01-03 16:00:00+00:00,"['Offer_2124386962', 'Offer_2060811246']"
8645,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_2060811246']
8646,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_2124386962']
8672,['Application_1630587065'],Create application,2023-01-03 16:00:00+00:00,[]
8673,['Application_1630587065'],Submit,2023-01-03 16:00:00+00:00,[]
8674,['Application_1630587065'],Complete,2023-01-03 16:00:00+00:00,[]
8675,['Application_1630587065'],Accept,2023-01-03 16:00:00+00:00,[]
8676,['Application_1630587065'],Create offer,2023-01-03 16:00:00+00:00,['Offer_1041518179']
8677,['Application_1630587065'],Create offer,2023-01-03 16:00:00+00:00,['Offer_790723095']
8678,[],Send,2023-01-03 16:00:00+00:00,['Offer_790723095']
8679,[],Send,2023-01-03 16:00:00+00:00,['Offer_1041518179']
8680,[],Call,2023-01-03 16:00:00+00:00,['Offer_1041518179']
8681,['Application_1630587065'],Cancel application,2023-01-03 16:00:00+00:00,"['Offer_1041518179', 'Offer_790723095']"
8682,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_790723095']
8683,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_1041518179']
8699,['Application_1453548976'],Create application,2023-01-03 16:00:00+00:00,[]
8700,['Application_1453548976'],Submit,2023-01-03 16:00:00+00:00,[]
8701,['Application_1453548976'],Complete,2023-01-03 16:00:00+00:00,[]
8702,['Application_1453548976'],Accept,2023-01-03 16:00:00+00:00,[]
8703,['Application_1453548976'],Create offer,2023-01-03 16:00:00+00:00,['Offer_2038337954']
8704,['Application_1453548976'],Create offer,2023-01-03 16:00:00+00:00,['Offer_899836860']
8705,[],Send,2023-01-03 16:00:00+00:00,['Offer_899836860']
8706,[],Send,2023-01-03 16:00:00+00:00,['Offer_2038337954']
8707,[],Call,2023-01-03 16:00:00+00:00,['Offer_2038337954']
8708,['Application_1453548976'],Cancel application,2023-01-03 16:00:00+00:00,"['Offer_2038337954', 'Offer_899836860']"
8709,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_899836860']
8710,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_2038337954']
8754,['Application_637898865'],Create application,2023-01-03 16:00:00+00:00,[]
8755,['Application_637898865'],Submit,2023-01-03 16:00:00+00:00,[]
8756,['Application_637898865'],Complete,2023-01-03 16:00:00+00:00,[]
8757,['Application_637898865'],Accept,2023-01-03 16:00:00+00:00,[]
8758,['Application_637898865'],Create offer,2023-01-03 16:00:00+00:00,['Offer_1314707319']
8759,['Application_637898865'],Create offer,2023-01-03 16:00:00+00:00,['Offer_1139393020']
8760,[],Send,2023-01-03 16:00:00+00:00,['Offer_1139393020']
8761,[],Send,2023-01-03 16:00:00+00:00,['Offer_1314707319']
8762,[],Call,2023-01-03 16:00:00+00:00,['Offer_1314707319']
8763,['Application_637898865'],Cancel application,2023-01-03 16:00:00+00:00,"['Offer_1314707319', 'Offer_1139393020']"
8764,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_1139393020']
8765,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_1314707319']
8766,['Application_1139316424'],Create application,2023-01-03 16:00:00+00:00,[]
8767,['Application_1139316424'],Complete,2023-01-03 16:00:00+00:00,[]
8768,['Application_1139316424'],Accept,2023-01-03 16:00:00+00:00,[]
8769,['Application_1139316424'],Create offer,2023-01-03 16:00:00+00:00,['Offer_1092435173']
8770,[],Send,2023-01-03 16:00:00+00:00,['Offer_1092435173']
8771,[],Call,2023-01-03 16:00:00+00:00,['Offer_1092435173']
8772,['Application_1139316424'],Create offer,2023-01-03 16:00:00+00:00,['Offer_732185182']
8773,[],Send,2023-01-03 16:00:00+00:00,['Offer_732185182']
8774,['Application_1139316424'],Cancel application,2023-01-03 16:00:00+00:00,"['Offer_1092435173', 'Offer_732185182']"
8775,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_732185182']
8776,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_1092435173']
8821,['Application_1684475889'],Create application,2023-01-03 16:00:00+00:00,[]
8822,['Application_1684475889'],Submit,2023-01-03 16:00:00+00:00,[]
8823,['Application_1684475889'],Complete,2023-01-03 16:00:00+00:00,[]
8824,['Application_1684475889'],Accept,2023-01-03 16:00:00+00:00,[]
8825,['Application_1684475889'],Create offer,2023-01-03 16:00:00+00:00,['Offer_795176899']
8826,['Application_1684475889'],Create offer,2023-01-03 16:00:00+00:00,['Offer_445718069']
8827,[],Send,2023-01-03 16:00:00+00:00,['Offer_445718069']
8828,[],Send,2023-01-03 16:00:00+00:00,['Offer_795176899']
8829,[],Call,2023-01-03 16:00:00+00:00,['Offer_795176899']
8830,['Application_1684475889'],Cancel application,2023-01-03 16:00:00+00:00,"['Offer_795176899', 'Offer_445718069']"
8831,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_445718069']
8832,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_795176899']
8833,['Application_278821078'],Create application,2023-01-03 16:00:00+00:00,[]
8834,['Application_278821078'],Submit,2023-01-03 16:00:00+00:00,[]
8835,['Application_278821078'],Complete,2023-01-03 16:00:00+00:00,[]
8836,['Application_278821078'],Accept,2023-01-03 16:00:00+00:00,[]
8837,['Application_278821078'],Create offer,2023-01-03 16:00:00+00:00,['Offer_292898199']
8838,[],Send,2023-01-03 16:00:00+00:00,['Offer_292898199']
8839,[],Call,2023-01-03 16:00:00+00:00,['Offer_292898199']
8840,['Application_278821078'],Create offer,2023-01-03 16:00:00+00:00,['Offer_298099609']
8841,[],Send,2023-01-03 16:00:00+00:00,['Offer_298099609']
8842,['Application_278821078'],Cancel application,2023-01-03 16:00:00+00:00,"['Offer_298099609', 'Offer_292898199']"
8843,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_298099609']
8844,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_292898199']
8845,['Application_1162195492'],Create application,2023-01-03 16:00:00+00:00,[]
8846,['Application_1162195492'],Submit,2023-01-03 16:00:00+00:00,[]
8847,['Application_1162195492'],Complete,2023-01-03 16:00:00+00:00,[]
8848,['Application_1162195492'],Accept,2023-01-03 16:00:00+00:00,[]
8849,['Application_1162195492'],Create offer,2023-01-03 16:00:00+00:00,['Offer_1065950922']
8850,['Application_1162195492'],Create offer,2023-01-03 16:00:00+00:00,['Offer_1296646075']
8851,[],Send,2023-01-03 16:00:00+00:00,['Offer_1296646075']
8852,[],Send,2023-01-03 16:00:00+00:00,['Offer_1065950922']
8853,[],Call,2023-01-03 16:00:00+00:00,['Offer_1065950922']
8854,['Application_1162195492'],Cancel application,2023-01-03 16:00:00+00:00,"['Offer_1065950922', 'Offer_1296646075']"
8855,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_1296646075']
8856,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_1065950922']
9002,['Application_1826451403'],Create application,2023-01-03 16:00:00+00:00,[]
9003,['Application_1826451403'],Submit,2023-01-03 16:00:00+00:00,[]
9004,['Application_1826451403'],Complete,2023-01-03 16:00:00+00:00,[]
9005,['Application_1826451403'],Accept,2023-01-03 16:00:00+00:00,[]
9006,['Application_1826451403'],Create offer,2023-01-03 16:00:00+00:00,['Offer_327147378']
9007,['Application_1826451403'],Create offer,2023-01-03 16:00:00+00:00,['Offer_1267506467']
9008,[],Send,2023-01-03 16:00:00+00:00,['Offer_1267506467']
9009,[],Send,2023-01-03 16:00:00+00:00,['Offer_327147378']
9010,[],Call,2023-01-03 16:00:00+00:00,['Offer_327147378']
9011,['Application_1826451403'],Cancel application,2023-01-03 16:00:00+00:00,"['Offer_327147378', 'Offer_1267506467']"
9012,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_1267506467']
9013,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_327147378']
9028,['Application_312076466'],Create application,2023-01-03 16:00:00+00:00,[]
9029,['Application_312076466'],Submit,2023-01-03 16:00:00+00:00,[]
9030,['Application_312076466'],Complete,2023-01-03 16:00:00+00:00,[]
9031,['Application_312076466'],Accept,2023-01-03 16:00:00+00:00,[]
9032,['Application_312076466'],Create offer,2023-01-03 16:00:00+00:00,['Offer_775462764']
9033,[],Send,2023-01-03 16:00:00+00:00,['Offer_775462764']
9034,[],Call,2023-01-03 16:00:00+00:00,['Offer_775462764']
9035,['Application_312076466'],Create offer,2023-01-03 16:00:00+00:00,['Offer_784767381']
9036,[],Send,2023-01-03 16:00:00+00:00,['Offer_784767381']
9037,['Application_312076466'],Cancel application,2023-01-03 16:00:00+00:00,"['Offer_784767381', 'Offer_775462764']"
9038,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_784767381']
9039,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_775462764']
9058,['Application_930890529'],Create application,2023-01-03 16:00:00+00:00,[]
9059,['Application_930890529'],Submit,2023-01-03 16:00:00+00:00,[]
9060,['Application_930890529'],Complete,2023-01-03 16:00:00+00:00,[]
9061,['Application_930890529'],Accept,2023-01-03 16:00:00+00:00,[]
9062,['Application_930890529'],Create offer,2023-01-03 16:00:00+00:00,['Offer_434014694']
9063,[],Send,2023-01-03 16:00:00+00:00,['Offer_434014694']
9064,[],Call,2023-01-03 16:00:00+00:00,['Offer_434014694']
9065,['Application_930890529'],Create offer,2023-01-03 16:00:00+00:00,['Offer_1060707919']
9066,[],Send,2023-01-03 16:00:00+00:00,['Offer_1060707919']
9067,['Application_930890529'],Cancel application,2023-01-03 16:00:00+00:00,"['Offer_434014694', 'Offer_1060707919']"
9068,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_1060707919']
9069,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_434014694']
9151,['Application_57373067'],Create application,2023-01-03 16:00:00+00:00,[]
9152,['Application_57373067'],Complete,2023-01-03 16:00:00+00:00,[]
9153,['Application_57373067'],Accept,2023-01-03 16:00:00+00:00,[]
9154,['Application_57373067'],Create offer,2023-01-03 16:00:00+00:00,['Offer_1372084443']
9155,[],Send,2023-01-03 16:00:00+00:00,['Offer_1372084443']
9156,[],Call,2023-01-03 16:00:00+00:00,['Offer_1372084443']
9157,['Application_57373067'],Create offer,2023-01-03 16:00:00+00:00,['Offer_693696304']
9158,[],Send,2023-01-03 16:00:00+00:00,['Offer_693696304']
9159,['Application_57373067'],Cancel application,2023-01-03 16:00:00+00:00,"['Offer_693696304', 'Offer_1372084443']"
9160,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_693696304']
9161,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_1372084443']
9179,['Application_1990955384'],Create application,2023-01-03 16:00:00+00:00,[]
9180,['Application_1990955384'],Submit,2023-01-03 16:00:00+00:00,[]
9181,['Application_1990955384'],Complete,2023-01-03 16:00:00+00:00,[]
9182,['Application_1990955384'],Accept,2023-01-03 16:00:00+00:00,[]
9183,['Application_1990955384'],Create offer,2023-01-03 16:00:00+00:00,['Offer_200420292']
9184,['Application_1990955384'],Create offer,2023-01-03 16:00:00+00:00,['Offer_802013945']
9185,[],Send,2023-01-03 16:00:00+00:00,['Offer_802013945']
9186,[],Send,2023-01-03 16:00:00+00:00,['Offer_200420292']
9187,[],Call,2023-01-03 16:00:00+00:00,['Offer_200420292']
9188,['Application_1990955384'],Cancel application,2023-01-03 16:00:00+00:00,"['Offer_802013945', 'Offer_200420292']"
9189,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_802013945']
9190,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_200420292']
9210,['Application_877958926'],Create application,2023-01-03 16:00:00+00:00,[]
9211,['Application_877958926'],Submit,2023-01-03 16:00:00+00:00,[]
9212,['Application_877958926'],Complete,2023-01-03 16:00:00+00:00,[]
9213,['Application_877958926'],Accept,2023-01-03 16:00:00+00:00,[]
9214,['Application_877958926'],Create offer,2023-01-03 16:00:00+00:00,['Offer_214333007']
9215,['Application_877958926'],Create offer,2023-01-03 16:00:00+00:00,['Offer_538696653']
9216,[],Send,2023-01-03 16:00:00+00:00,['Offer_538696653']
9217,[],Send,2023-01-03 16:00:00+00:00,['Offer_214333007']
9218,[],Call,2023-01-03 16:00:00+00:00,['Offer_214333007']
9219,['Application_877958926'],Cancel application,2023-01-03 16:00:00+00:00,"['Offer_538696653', 'Offer_214333007']"
9220,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_538696653']
9221,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_214333007']
9222,['Application_1257885597'],Create application,2023-01-03 16:00:00+00:00,[]
9223,['Application_1257885597'],Submit,2023-01-03 16:00:00+00:00,[]
9224,['Application_1257885597'],Complete,2023-01-03 16:00:00+00:00,[]
9225,['Application_1257885597'],Accept,2023-01-03 16:00:00+00:00,[]
9226,['Application_1257885597'],Create offer,2023-01-03 16:00:00+00:00,['Offer_1328250432']
9227,['Application_1257885597'],Create offer,2023-01-03 16:00:00+00:00,['Offer_531924039']
9228,[],Send,2023-01-03 16:00:00+00:00,['Offer_531924039']
9229,[],Send,2023-01-03 16:00:00+00:00,['Offer_1328250432']
9230,[],Call,2023-01-03 16:00:00+00:00,['Offer_1328250432']
9231,['Application_1257885597'],Cancel application,2023-01-03 16:00:00+00:00,"['Offer_531924039', 'Offer_1328250432']"
9232,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_531924039']
9233,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_1328250432']
9234,['Application_2111660793'],Create application,2023-01-03 16:00:00+00:00,[]
9235,['Application_2111660793'],Complete,2023-01-03 16:00:00+00:00,[]
9236,['Application_2111660793'],Accept,2023-01-03 16:00:00+00:00,[]
9237,['Application_2111660793'],Create offer,2023-01-03 16:00:00+00:00,['Offer_2078472773']
9238,['Application_2111660793'],Create offer,2023-01-03 16:00:00+00:00,['Offer_1581473230']
9239,[],Send,2023-01-03 16:00:00+00:00,['Offer_1581473230']
9240,[],Send,2023-01-03 16:00:00+00:00,['Offer_2078472773']
9241,[],Call,2023-01-03 16:00:00+00:00,['Offer_2078472773']
9242,['Application_2111660793'],Cancel application,2023-01-03 16:00:00+00:00,"['Offer_1581473230', 'Offer_2078472773']"
9243,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_1581473230']
9244,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_2078472773']
9245,['Application_1169830990'],Create application,2023-01-03 16:00:00+00:00,[]
9246,['Application_1169830990'],Submit,2023-01-03 16:00:00+00:00,[]
9247,['Application_1169830990'],Complete,2023-01-03 16:00:00+00:00,[]
9248,['Application_1169830990'],Accept,2023-01-03 16:00:00+00:00,[]
9249,['Application_1169830990'],Create offer,2023-01-03 16:00:00+00:00,['Offer_957529009']
9250,[],Send,2023-01-03 16:00:00+00:00,['Offer_957529009']
9251,[],Call,2023-01-03 16:00:00+00:00,['Offer_957529009']
9252,['Application_1169830990'],Create offer,2023-01-03 16:00:00+00:00,['Offer_1464250309']
9253,[],Send,2023-01-03 16:00:00+00:00,['Offer_1464250309']
9254,['Application_1169830990'],Cancel application,2023-01-03 16:00:00+00:00,"['Offer_1464250309', 'Offer_957529009']"
9255,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_1464250309']
9256,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_957529009']
9257,['Application_348923494'],Create application,2023-01-03 16:00:00+00:00,[]
9258,['Application_348923494'],Submit,2023-01-03 16:00:00+00:00,[]
9259,['Application_348923494'],Complete,2023-01-03 16:00:00+00:00,[]
9260,['Application_348923494'],Accept,2023-01-03 16:00:00+00:00,[]
9261,['Application_348923494'],Create offer,2023-01-03 16:00:00+00:00,['Offer_1618621940']
9262,['Application_348923494'],Create offer,2023-01-03 16:00:00+00:00,['Offer_1898741558']
9263,[],Send,2023-01-03 16:00:00+00:00,['Offer_1898741558']
9264,[],Send,2023-01-03 16:00:00+00:00,['Offer_1618621940']
9265,[],Call,2023-01-03 16:00:00+00:00,['Offer_1618621940']
9266,['Application_348923494'],Cancel application,2023-01-03 16:00:00+00:00,"['Offer_1618621940', 'Offer_1898741558']"
9267,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_1898741558']
9268,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_1618621940']
9269,['Application_570251114'],Create application,2023-01-03 16:00:00+00:00,[]
9270,['Application_570251114'],Submit,2023-01-03 16:00:00+00:00,[]
9271,['Application_570251114'],Complete,2023-01-03 16:00:00+00:00,[]
9272,['Application_570251114'],Accept,2023-01-03 16:00:00+00:00,[]
9273,['Application_570251114'],Create offer,2023-01-03 16:00:00+00:00,['Offer_718535734']
9274,['Application_570251114'],Create offer,2023-01-03 16:00:00+00:00,['Offer_1506530164']
9275,[],Send,2023-01-03 16:00:00+00:00,['Offer_1506530164']
9276,[],Send,2023-01-03 16:00:00+00:00,['Offer_718535734']
9277,[],Call,2023-01-03 16:00:00+00:00,['Offer_718535734']
9278,['Application_570251114'],Cancel application,2023-01-03 16:00:00+00:00,"['Offer_1506530164', 'Offer_718535734']"
9279,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_1506530164']
9280,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_718535734']
9281,['Application_1355385561'],Create application,2023-01-03 16:00:00+00:00,[]
9282,['Application_1355385561'],Submit,2023-01-03 16:00:00+00:00,[]
9283,['Application_1355385561'],Complete,2023-01-03 16:00:00+00:00,[]
9284,['Application_1355385561'],Accept,2023-01-03 16:00:00+00:00,[]
9285,['Application_1355385561'],Create offer,2023-01-03 16:00:00+00:00,['Offer_349239525']
9286,[],Send,2023-01-03 16:00:00+00:00,['Offer_349239525']
9287,[],Call,2023-01-03 16:00:00+00:00,['Offer_349239525']
9288,['Application_1355385561'],Create offer,2023-01-03 16:00:00+00:00,['Offer_1541443439']
9289,[],Send,2023-01-03 16:00:00+00:00,['Offer_1541443439']
9290,['Application_1355385561'],Cancel application,2023-01-03 16:00:00+00:00,"['Offer_1541443439', 'Offer_349239525']"
9291,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_1541443439']
9292,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_349239525']
9343,['Application_179820919'],Create application,2023-01-03 16:00:00+00:00,[]
9344,['Application_179820919'],Submit,2023-01-03 16:00:00+00:00,[]
9345,['Application_179820919'],Complete,2023-01-03 16:00:00+00:00,[]
9346,['Application_179820919'],Accept,2023-01-03 16:00:00+00:00,[]
9347,['Application_179820919'],Create offer,2023-01-03 16:00:00+00:00,['Offer_659303804']
9348,[],Send,2023-01-03 16:00:00+00:00,['Offer_659303804']
9349,[],Call,2023-01-03 16:00:00+00:00,['Offer_659303804']
9350,['Application_179820919'],Create offer,2023-01-03 16:00:00+00:00,['Offer_874184561']
9351,[],Send,2023-01-03 16:00:00+00:00,['Offer_874184561']
9352,['Application_179820919'],Cancel application,2023-01-03 16:00:00+00:00,"['Offer_659303804', 'Offer_874184561']"
9353,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_874184561']
9354,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_659303804']
9395,['Application_499011781'],Create application,2023-01-03 16:00:00+00:00,[]
9396,['Application_499011781'],Complete,2023-01-03 16:00:00+00:00,[]
9397,['Application_499011781'],Accept,2023-01-03 16:00:00+00:00,[]
9398,['Application_499011781'],Create offer,2023-01-03 16:00:00+00:00,['Offer_385049401']
9399,['Application_499011781'],Create offer,2023-01-03 16:00:00+00:00,['Offer_108033087']
9400,[],Send,2023-01-03 16:00:00+00:00,['Offer_108033087']
9401,[],Send,2023-01-03 16:00:00+00:00,['Offer_385049401']
9402,[],Call,2023-01-03 16:00:00+00:00,['Offer_385049401']
9403,['Application_499011781'],Cancel application,2023-01-03 16:00:00+00:00,"['Offer_385049401', 'Offer_108033087']"
9404,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_108033087']
9405,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_385049401']
9430,['Application_2013814007'],Create application,2023-01-03 16:00:00+00:00,[]
9431,['Application_2013814007'],Complete,2023-01-03 16:00:00+00:00,[]
9432,['Application_2013814007'],Accept,2023-01-03 16:00:00+00:00,[]
9433,['Application_2013814007'],Create offer,2023-01-03 16:00:00+00:00,['Offer_237155878']
9434,[],Send,2023-01-03 16:00:00+00:00,['Offer_237155878']
9435,[],Call,2023-01-03 16:00:00+00:00,['Offer_237155878']
9436,['Application_2013814007'],Create offer,2023-01-03 16:00:00+00:00,['Offer_1836782634']
9437,[],Send,2023-01-03 16:00:00+00:00,['Offer_1836782634']
9438,['Application_2013814007'],Cancel application,2023-01-03 16:00:00+00:00,"['Offer_1836782634', 'Offer_237155878']"
9439,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_1836782634']
9440,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_237155878']
9441,['Application_1684299903'],Create application,2023-01-03 16:00:00+00:00,[]
9442,['Application_1684299903'],Submit,2023-01-03 16:00:00+00:00,[]
9443,['Application_1684299903'],Complete,2023-01-03 16:00:00+00:00,[]
9444,['Application_1684299903'],Accept,2023-01-03 16:00:00+00:00,[]
9445,['Application_1684299903'],Create offer,2023-01-03 16:00:00+00:00,['Offer_1318850704']
9446,[],Send,2023-01-03 16:00:00+00:00,['Offer_1318850704']
9447,[],Call,2023-01-03 16:00:00+00:00,['Offer_1318850704']
9448,['Application_1684299903'],Create offer,2023-01-03 16:00:00+00:00,['Offer_1178001812']
9449,[],Send,2023-01-03 16:00:00+00:00,['Offer_1178001812']
9450,['Application_1684299903'],Cancel application,2023-01-03 16:00:00+00:00,"['Offer_1178001812', 'Offer_1318850704']"
9451,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_1178001812']
9452,[],Cancel offer,2023-01-03 16:00:00+00:00,['Offer_1318850704']
9571,['Application_534062346'],Create application,2023-01-03 16:00:00+00:00,[]
9572,['Application_534062346'],Submit,2023-01-03 16:00:00+00:00,[]
9573,['Application_534062346'],Complete,2023-01-03 16:00:00+00:00,[]
9574,['Application_534062346'],Accept,2023-01-03 16:00:00+00:00,[]
9575,['Application_534062346'],Create offer,2023-01-03 16:00:00+00:00,['Offer_722401288']
9576,['Application_534062346'],Create offer,2023-01-03 16:00:00+00:00,['Offer_937299872']
9577,[],Send,2023-01-03 16:00:00+00:00,['Offer_937299872']
9578,[],Send,2023-01-03 16:00:00+00:00,['Offer_722401288']
9579,[],Call,2023-01-03 16:00:00+00:00,['Offer_722401288']
