event_id,A,event_activity,event_timestamp,O,event_CaseID,event_variant
4655,['Application_1217818731'],Create offer,42405.65354,['Offer_1086614330'],Application_1217818731,[0]
4656,[],Send,42405.65415,['Offer_1086614330'],Application_1217818731,[0]
4657,[],Send,42405.65415,['Offer_332468088'],Application_1217818731,[0]
4658,[],Call,42405.65416,['Offer_332468088'],Application_1217818731,[0]
4659,['Application_1217818731'],Cancel application,42436.33396,"['Offer_332468088', 'Offer_1086614330']",Application_1217818731,[0]
4660,[],Cancel offer,42436.33396,['Offer_1086614330'],Application_1217818731,[0]
4661,[],Cancel offer,42436.33396,['Offer_332468088'],Application_1217818731,[0]
4662,['Application_1072438560'],Create application,42403.41776,[],Application_1072438560,[9]
4663,['Application_1072438560'],Complete,42403.41776,[],Application_1072438560,[9]
4664,['Application_1072438560'],Accept,42419.7211,[],Application_1072438560,[9]
4665,['Application_1072438560'],Create offer,42419.72471,['Offer_1295999417'],Application_1072438560,[9]
4666,[],Cancel offer,42419.72572,['Offer_1295999417'],Application_1072438560,[9]
4667,['Application_1072438560'],Create offer,42419.72598,['Offer_499724464'],Application_1072438560,[9]
4668,[],Send,42419.7262,['Offer_499724464'],Application_1072438560,[9]
4669,[],Call,42419.7262,['Offer_499724464'],Application_1072438560,[9]
4670,['Application_1072438560'],Cancel application,42450.33367,"['Offer_499724464', 'Offer_1295999417']",Application_1072438560,[9]
4671,[],Cancel offer,42450.33367,['Offer_499724464'],Application_1072438560,[9]
4672,['Application_1480315001'],Create application,42403.47792,[],Application_1480315001,[9]
4673,['Application_1480315001'],Complete,42403.47792,[],Application_1480315001,[9]
4674,['Application_1480315001'],Accept,42403.48053,[],Application_1480315001,[9]
4675,['Application_1480315001'],Create offer,42403.48164,['Offer_1584519624'],Application_1480315001,[9]
4676,['Application_1480315001'],Create offer,42403.4862,['Offer_1107287649'],Application_1480315001,[9]
4677,[],Cancel offer,42403.48632,['Offer_1584519624'],Application_1480315001,[9]
4678,[],Send,42403.48689,['Offer_1107287649'],Application_1480315001,[9]
4679,[],Call,42403.4869,['Offer_1107287649'],Application_1480315001,[9]
4680,['Application_1480315001'],Cancel application,42434.3339,"['Offer_1107287649', 'Offer_1584519624']",Application_1480315001,[9]
4681,[],Cancel offer,42434.3339,['Offer_1107287649'],Application_1480315001,[9]
4693,['Application_657721677'],Create application,42403.66055,[],Application_657721677,[1]
4694,['Application_657721677'],Complete,42403.66055,[],Application_657721677,[1]
4695,['Application_657721677'],Accept,42403.66448,[],Application_657721677,[1]
4696,['Application_657721677'],Create offer,42403.67129,['Offer_2065614372'],Application_657721677,[1]
4697,['Application_657721677'],Create offer,42403.67167,['Offer_1173257219'],Application_657721677,[1]
4698,[],Send,42403.67343,['Offer_1173257219'],Application_657721677,[1]
4699,[],Send,42403.67343,['Offer_2065614372'],Application_657721677,[1]
4700,[],Call,42403.67343,['Offer_2065614372'],Application_657721677,[1]
4701,['Application_657721677'],Cancel application,42434.3338,"['Offer_1173257219', 'Offer_2065614372']",Application_657721677,[1]
4702,[],Cancel offer,42434.3338,['Offer_1173257219'],Application_657721677,[1]
4703,[],Cancel offer,42434.3338,['Offer_2065614372'],Application_657721677,[1]
4704,['Application_792726545'],Create application,42403.70112,[],Application_792726545,[0]
4705,['Application_792726545'],Submit,42403.70112,[],Application_792726545,[0]
4706,['Application_792726545'],Complete,42405.65817,[],Application_792726545,[0]
4707,['Application_792726545'],Accept,42405.69093,[],Application_792726545,[0]
4708,['Application_792726545'],Create offer,42405.69515,['Offer_791684291'],Application_792726545,[0]
4709,[],Send,42405.69529,['Offer_791684291'],Application_792726545,[0]
4710,[],Call,42405.69529,['Offer_791684291'],Application_792726545,[0]
4711,['Application_792726545'],Create offer,42405.71894,['Offer_129056850'],Application_792726545,[0]
4712,[],Send,42405.71908,['Offer_129056850'],Application_792726545,[0]
4713,['Application_792726545'],Cancel application,42436.33405,"['Offer_791684291', 'Offer_129056850']",Application_792726545,[0]
4714,[],Cancel offer,42436.33405,['Offer_129056850'],Application_792726545,[0]
4715,[],Cancel offer,42436.33405,['Offer_791684291'],Application_792726545,[0]
4716,['Application_940016337'],Create application,42403.7043,[],Application_940016337,[1]
4717,['Application_940016337'],Complete,42403.7043,[],Application_940016337,[1]
4718,['Application_940016337'],Accept,42403.70609,[],Application_940016337,[1]
4719,['Application_940016337'],Create offer,42403.70713,['Offer_2099724896'],Application_940016337,[1]
4720,['Application_940016337'],Create offer,42403.70742,['Offer_1325792371'],Application_940016337,[1]
4721,[],Send,42403.70859,['Offer_1325792371'],Application_940016337,[1]
4722,[],Send,42403.70859,['Offer_2099724896'],Application_940016337,[1]
4723,[],Call,42403.70859,['Offer_2099724896'],Application_940016337,[1]
4724,['Application_940016337'],Cancel application,42412.57623,"['Offer_2099724896', 'Offer_1325792371']",Application_940016337,[1]
4725,[],Cancel offer,42412.57623,['Offer_1325792371'],Application_940016337,[1]
4726,[],Cancel offer,42412.57623,['Offer_2099724896'],Application_940016337,[1]
4727,['Application_1580224389'],Create application,42403.75526,[],Application_1580224389,[4]
4728,['Application_1580224389'],Submit,42403.75526,[],Application_1580224389,[4]
4729,['Application_1580224389'],Accept,42403.83362,[],Application_1580224389,[4]
4730,['Application_1580224389'],Create offer,42403.83928,['Offer_1389658137'],Application_1580224389,[4]
4731,['Application_1580224389'],Create offer,42403.83966,['Offer_762039473'],Application_1580224389,[4]
4732,[],Send,42403.84593,['Offer_762039473'],Application_1580224389,[4]
4733,[],Send,42403.84593,['Offer_1389658137'],Application_1580224389,[4]
4734,[],Call,42403.84593,['Offer_1389658137'],Application_1580224389,[4]
4735,['Application_1580224389'],Cancel application,42434.33385,"['Offer_1389658137', 'Offer_762039473']",Application_1580224389,[4]
4736,[],Cancel offer,42434.33385,['Offer_762039473'],Application_1580224389,[4]
4737,[],Cancel offer,42434.33385,['Offer_1389658137'],Application_1580224389,[4]
4738,['Application_1650727962'],Create application,42403.80605,[],Application_1650727962,[1]
4739,['Application_1650727962'],Complete,42403.80605,[],Application_1650727962,[1]
4740,['Application_1650727962'],Accept,42403.80658,[],Application_1650727962,[1]
4741,['Application_1650727962'],Create offer,42404.73799,['Offer_424498351'],Application_1650727962,[1]
4742,[],Send,42404.73812,['Offer_424498351'],Application_1650727962,[1]
4743,[],Call,42404.73812,['Offer_424498351'],Application_1650727962,[1]
4744,['Application_1650727962'],Create offer,42404.74016,['Offer_692618858'],Application_1650727962,[1]
4745,[],Send,42404.74029,['Offer_692618858'],Application_1650727962,[1]
4746,['Application_1650727962'],Cancel application,42404.74057,"['Offer_424498351', 'Offer_692618858']",Application_1650727962,[1]
4747,[],Cancel offer,42404.74057,['Offer_692618858'],Application_1650727962,[1]
4748,[],Cancel offer,42404.74057,['Offer_424498351'],Application_1650727962,[1]
4749,['Application_470988921'],Create application,42404.38176,[],Application_470988921,[7]
4750,['Application_470988921'],Submit,42404.38176,[],Application_470988921,[7]
4751,['Application_470988921'],Complete,42405.84868,[],Application_470988921,[7]
4752,['Application_470988921'],Accept,42405.86185,[],Application_470988921,[7]
4753,['Application_470988921'],Create offer,42405.86795,['Offer_647428708'],Application_470988921,[7]
4754,[],Send,42405.87347,['Offer_647428708'],Application_470988921,[7]
4755,[],Call,42405.87347,['Offer_647428708'],Application_470988921,[7]
4756,[],Cancel offer,42411.43312,['Offer_647428708'],Application_470988921,[7]
4757,['Application_470988921'],Create offer,42411.43341,['Offer_2029460401'],Application_470988921,[7]
4758,[],Send,42411.43357,['Offer_2029460401'],Application_470988921,[7]
4759,['Application_470988921'],Cancel application,42442.33399,"['Offer_647428708', 'Offer_2029460401']",Application_470988921,[7]
4760,[],Cancel offer,42442.33399,['Offer_2029460401'],Application_470988921,[7]
4761,['Application_1426972073'],Create application,42404.42905,[],Application_1426972073,[1]
4762,['Application_1426972073'],Complete,42404.42905,[],Application_1426972073,[1]
4763,['Application_1426972073'],Accept,42404.43946,[],Application_1426972073,[1]
4764,['Application_1426972073'],Create offer,42404.44005,['Offer_1714726797'],Application_1426972073,[1]
4765,['Application_1426972073'],Create offer,42404.44028,['Offer_665572481'],Application_1426972073,[1]
4766,[],Send,42404.44045,['Offer_665572481'],Application_1426972073,[1]
4767,[],Send,42404.44045,['Offer_1714726797'],Application_1426972073,[1]
4768,[],Call,42404.44045,['Offer_1714726797'],Application_1426972073,[1]
4769,['Application_1426972073'],Cancel application,42411.38128,"['Offer_665572481', 'Offer_1714726797']",Application_1426972073,[1]
4770,[],Cancel offer,42411.38128,['Offer_665572481'],Application_1426972073,[1]
4771,[],Cancel offer,42411.38128,['Offer_1714726797'],Application_1426972073,[1]
4785,['Application_801735752'],Create application,42404.58433,[],Application_801735752,[0]
4786,['Application_801735752'],Submit,42404.58433,[],Application_801735752,[0]
4787,['Application_801735752'],Complete,42406.42537,[],Application_801735752,[0]
4788,['Application_801735752'],Accept,42406.70373,[],Application_801735752,[0]
4789,['Application_801735752'],Create offer,42406.70602,['Offer_1754166332'],Application_801735752,[0]
4790,['Application_801735752'],Create offer,42406.70671,['Offer_1261860772'],Application_801735752,[0]
4791,[],Send,42406.7076,['Offer_1261860772'],Application_801735752,[0]
4792,[],Send,42406.7076,['Offer_1754166332'],Application_801735752,[0]
4793,[],Call,42406.7076,['Offer_1754166332'],Application_801735752,[0]
4794,['Application_801735752'],Cancel application,42437.3339,"['Offer_1754166332', 'Offer_1261860772']",Application_801735752,[0]
4795,[],Cancel offer,42437.3339,['Offer_1261860772'],Application_801735752,[0]
4796,[],Cancel offer,42437.3339,['Offer_1754166332'],Application_801735752,[0]
4797,['Application_725642735'],Create application,42404.69012,[],Application_725642735,[1]
4798,['Application_725642735'],Complete,42404.69012,[],Application_725642735,[1]
4799,['Application_725642735'],Accept,42404.69447,[],Application_725642735,[1]
4800,['Application_725642735'],Create offer,42404.69682,['Offer_521034732'],Application_725642735,[1]
4801,['Application_725642735'],Create offer,42404.69708,['Offer_200763858'],Application_725642735,[1]
4802,[],Send,42404.69731,['Offer_200763858'],Application_725642735,[1]
4803,[],Send,42404.69731,['Offer_521034732'],Application_725642735,[1]
4804,[],Call,42404.69731,['Offer_521034732'],Application_725642735,[1]
4805,['Application_725642735'],Cancel application,42435.33392,"['Offer_521034732', 'Offer_200763858']",Application_725642735,[1]
4806,[],Cancel offer,42435.33392,['Offer_200763858'],Application_725642735,[1]
4807,[],Cancel offer,42435.33392,['Offer_521034732'],Application_725642735,[1]
4819,['Application_770252924'],Create application,42404.83851,[],Application_770252924,[0]
4820,['Application_770252924'],Submit,42404.83851,[],Application_770252924,[0]
4821,['Application_770252924'],Complete,42406.44729,[],Application_770252924,[0]
4822,['Application_770252924'],Accept,42406.54162,[],Application_770252924,[0]
4823,['Application_770252924'],Create offer,42406.5436,['Offer_314685404'],Application_770252924,[0]
4824,[],Send,42406.54437,['Offer_314685404'],Application_770252924,[0]
4825,[],Call,42406.54437,['Offer_314685404'],Application_770252924,[0]
4826,['Application_770252924'],Create offer,42406.54518,['Offer_1103304948'],Application_770252924,[0]
4827,[],Send,42406.54541,['Offer_1103304948'],Application_770252924,[0]
4828,['Application_770252924'],Cancel application,42437.33382,"['Offer_314685404', 'Offer_1103304948']",Application_770252924,[0]
4829,[],Cancel offer,42437.33382,['Offer_1103304948'],Application_770252924,[0]
4830,[],Cancel offer,42437.33382,['Offer_314685404'],Application_770252924,[0]
4831,['Application_286239527'],Create application,42405.51038,[],Application_286239527,[1]
4832,['Application_286239527'],Complete,42405.51038,[],Application_286239527,[1]
4833,['Application_286239527'],Accept,42405.51115,[],Application_286239527,[1]
4834,['Application_286239527'],Create offer,42405.5737,['Offer_1846598274'],Application_286239527,[1]
4835,['Application_286239527'],Create offer,42405.57416,['Offer_287892932'],Application_286239527,[1]
4836,[],Send,42405.57443,['Offer_287892932'],Application_286239527,[1]
4837,[],Send,42405.57443,['Offer_1846598274'],Application_286239527,[1]
4838,[],Call,42405.57443,['Offer_1846598274'],Application_286239527,[1]
4839,['Application_286239527'],Cancel application,42436.3339,"['Offer_1846598274', 'Offer_287892932']",Application_286239527,[1]
4840,[],Cancel offer,42436.3339,['Offer_287892932'],Application_286239527,[1]
4841,[],Cancel offer,42436.3339,['Offer_1846598274'],Application_286239527,[1]
4865,['Application_597831469'],Create application,42406.35984,[],Application_597831469,[2]
4866,['Application_597831469'],Submit,42406.35984,[],Application_597831469,[2]
4867,['Application_597831469'],Handle leads,42406.66896,[],Application_597831469,[2]
4868,['Application_597831469'],Complete,42406.69501,[],Application_597831469,[2]
4869,['Application_597831469'],Accept,42409.41539,[],Application_597831469,[2]
4870,['Application_597831469'],Create offer,42409.41695,['Offer_749155984'],Application_597831469,[2]
4871,['Application_597831469'],Create offer,42409.41739,['Offer_1073566985'],Application_597831469,[2]
4872,[],Send,42409.41759,['Offer_1073566985'],Application_597831469,[2]
4873,[],Send,42409.41759,['Offer_749155984'],Application_597831469,[2]
4874,[],Call,42409.41759,['Offer_749155984'],Application_597831469,[2]
4875,['Application_597831469'],Cancel application,42440.33421,"['Offer_1073566985', 'Offer_749155984']",Application_597831469,[2]
4876,[],Cancel offer,42440.33421,['Offer_1073566985'],Application_597831469,[2]
4877,[],Cancel offer,42440.33421,['Offer_749155984'],Application_597831469,[2]
4913,['Application_1227679621'],Create application,42407.62796,[],Application_1227679621,[0]
4914,['Application_1227679621'],Submit,42407.62796,[],Application_1227679621,[0]
4915,['Application_1227679621'],Complete,42409.47286,[],Application_1227679621,[0]
4916,['Application_1227679621'],Accept,42409.4876,[],Application_1227679621,[0]
4917,['Application_1227679621'],Create offer,42409.49205,['Offer_3384840'],Application_1227679621,[0]
4918,['Application_1227679621'],Create offer,42409.49236,['Offer_211524087'],Application_1227679621,[0]
4919,[],Send,42409.49395,['Offer_211524087'],Application_1227679621,[0]
4920,[],Send,42409.49395,['Offer_3384840'],Application_1227679621,[0]
4921,[],Call,42409.49395,['Offer_3384840'],Application_1227679621,[0]
4922,['Application_1227679621'],Cancel application,42440.3341,"['Offer_3384840', 'Offer_211524087']",Application_1227679621,[0]
4923,[],Cancel offer,42440.3341,['Offer_211524087'],Application_1227679621,[0]
4924,[],Cancel offer,42440.3341,['Offer_3384840'],Application_1227679621,[0]
4925,['Application_713812670'],Create application,42407.64349,[],Application_713812670,[0]
4926,['Application_713812670'],Submit,42407.64349,[],Application_713812670,[0]
4927,['Application_713812670'],Complete,42409.48342,[],Application_713812670,[0]
4928,['Application_713812670'],Accept,42409.50653,[],Application_713812670,[0]
4929,['Application_713812670'],Create offer,42409.51021,['Offer_11714527'],Application_713812670,[0]
4930,['Application_713812670'],Create offer,42409.51044,['Offer_211422240'],Application_713812670,[0]
4931,[],Send,42409.51244,['Offer_211422240'],Application_713812670,[0]
4932,[],Send,42409.51244,['Offer_11714527'],Application_713812670,[0]
4933,[],Call,42409.51244,['Offer_11714527'],Application_713812670,[0]
4934,['Application_713812670'],Cancel application,42440.33412,"['Offer_11714527', 'Offer_211422240']",Application_713812670,[0]
4935,[],Cancel offer,42440.33412,['Offer_211422240'],Application_713812670,[0]
4936,[],Cancel offer,42440.33412,['Offer_11714527'],Application_713812670,[0]
4937,['Application_2070343371'],Create application,42407.84243,[],Application_2070343371,[0]
4938,['Application_2070343371'],Submit,42407.84243,[],Application_2070343371,[0]
4939,['Application_2070343371'],Complete,42409.52844,[],Application_2070343371,[0]
4940,['Application_2070343371'],Accept,42409.827,[],Application_2070343371,[0]
4941,['Application_2070343371'],Create offer,42409.8307,['Offer_325432427'],Application_2070343371,[0]
4942,['Application_2070343371'],Create offer,42409.83102,['Offer_548751540'],Application_2070343371,[0]
4943,[],Send,42409.8312,['Offer_548751540'],Application_2070343371,[0]
4944,[],Send,42409.8312,['Offer_325432427'],Application_2070343371,[0]
4945,[],Call,42409.8312,['Offer_325432427'],Application_2070343371,[0]
4946,['Application_2070343371'],Cancel application,42416.33648,"['Offer_548751540', 'Offer_325432427']",Application_2070343371,[0]
4947,[],Cancel offer,42416.33649,['Offer_548751540'],Application_2070343371,[0]
4948,[],Cancel offer,42416.33649,['Offer_325432427'],Application_2070343371,[0]
4949,['Application_1198022967'],Create application,42408.40551,[],Application_1198022967,[4]
4950,['Application_1198022967'],Submit,42408.40551,[],Application_1198022967,[4]
4951,['Application_1198022967'],Accept,42409.66369,[],Application_1198022967,[4]
4952,['Application_1198022967'],Create offer,42409.66628,['Offer_719442060'],Application_1198022967,[4]
4953,['Application_1198022967'],Create offer,42409.6668,['Offer_1919825733'],Application_1198022967,[4]
4954,[],Send,42409.66846,['Offer_1919825733'],Application_1198022967,[4]
4955,[],Send,42409.66846,['Offer_719442060'],Application_1198022967,[4]
4956,[],Call,42409.66846,['Offer_719442060'],Application_1198022967,[4]
4957,['Application_1198022967'],Cancel application,42440.33424,"['Offer_1919825733', 'Offer_719442060']",Application_1198022967,[4]
4958,[],Cancel offer,42440.33424,['Offer_1919825733'],Application_1198022967,[4]
4959,[],Cancel offer,42440.33424,['Offer_719442060'],Application_1198022967,[4]
4974,['Application_869832720'],Create application,42408.73628,[],Application_869832720,[5]
4975,['Application_869832720'],Submit,42408.73628,[],Application_869832720,[5]
4976,['Application_869832720'],Complete,42410.60341,[],Application_869832720,[5]
4977,['Application_869832720'],Accept,42411.43974,[],Application_869832720,[5]
4978,['Application_869832720'],Create offer,42411.44323,['Offer_567745843'],Application_869832720,[5]
4979,['Application_869832720'],Create offer,42411.44563,['Offer_81202593'],Application_869832720,[5]
4980,[],Cancel offer,42411.44576,['Offer_567745843'],Application_869832720,[5]
4981,[],Send,42411.44605,['Offer_81202593'],Application_869832720,[5]
4982,[],Call,42411.44605,['Offer_81202593'],Application_869832720,[5]
4983,['Application_869832720'],Cancel application,42442.33408,"['Offer_567745843', 'Offer_81202593']",Application_869832720,[5]
4984,[],Cancel offer,42442.33408,['Offer_81202593'],Application_869832720,[5]
4985,['Application_1884549418'],Create application,42408.76245,[],Application_1884549418,[1]
4986,['Application_1884549418'],Complete,42408.76245,[],Application_1884549418,[1]
4987,['Application_1884549418'],Accept,42408.76338,[],Application_1884549418,[1]
4988,['Application_1884549418'],Create offer,42408.76631,['Offer_646553020'],Application_1884549418,[1]
4989,[],Send,42408.76709,['Offer_646553020'],Application_1884549418,[1]
4990,[],Call,42408.76709,['Offer_646553020'],Application_1884549418,[1]
4991,['Application_1884549418'],Create offer,42408.76783,['Offer_2036346207'],Application_1884549418,[1]
4992,[],Send,42408.76808,['Offer_2036346207'],Application_1884549418,[1]
4993,['Application_1884549418'],Cancel application,42439.33372,"['Offer_646553020', 'Offer_2036346207']",Application_1884549418,[1]
4994,[],Cancel offer,42439.33372,['Offer_2036346207'],Application_1884549418,[1]
4995,[],Cancel offer,42439.33372,['Offer_646553020'],Application_1884549418,[1]
4996,['Application_510796401'],Create application,42408.77855,[],Application_510796401,[4]
4997,['Application_510796401'],Submit,42408.77855,[],Application_510796401,[4]
4998,['Application_510796401'],Accept,42408.78655,[],Application_510796401,[4]
4999,['Application_510796401'],Create offer,42408.78777,['Offer_1752206409'],Application_510796401,[4]
5000,['Application_510796401'],Create offer,42408.78801,['Offer_1427875477'],Application_510796401,[4]
5001,[],Send,42408.78821,['Offer_1427875477'],Application_510796401,[4]
5002,[],Send,42408.78821,['Offer_1752206409'],Application_510796401,[4]
5003,[],Call,42408.78821,['Offer_1752206409'],Application_510796401,[4]
5004,['Application_510796401'],Cancel application,42439.33379,"['Offer_1427875477', 'Offer_1752206409']",Application_510796401,[4]
5005,[],Cancel offer,42439.33379,['Offer_1427875477'],Application_510796401,[4]
5006,[],Cancel offer,42439.33379,['Offer_1752206409'],Application_510796401,[4]
5007,['Application_233626909'],Create application,42408.99175,[],Application_233626909,[0]
5008,['Application_233626909'],Submit,42408.99175,[],Application_233626909,[0]
5009,['Application_233626909'],Complete,42410.6841,[],Application_233626909,[0]
5010,['Application_233626909'],Accept,42410.69094,[],Application_233626909,[0]
5011,['Application_233626909'],Create offer,42410.69177,['Offer_893453325'],Application_233626909,[0]
5012,[],Send,42410.69241,['Offer_893453325'],Application_233626909,[0]
5013,[],Call,42410.69241,['Offer_893453325'],Application_233626909,[0]
5014,['Application_233626909'],Create offer,42438.65019,['Offer_907684057'],Application_233626909,[0]
5015,[],Send,42438.65041,['Offer_907684057'],Application_233626909,[0]
5016,['Application_233626909'],Cancel application,42469.34804,"['Offer_907684057', 'Offer_893453325']",Application_233626909,[0]
5017,[],Cancel offer,42469.34804,['Offer_907684057'],Application_233626909,[0]
5018,[],Cancel offer,42469.34804,['Offer_893453325'],Application_233626909,[0]
5019,['Application_1346861296'],Create application,42409.67484,[],Application_1346861296,[1]
5020,['Application_1346861296'],Complete,42409.67484,[],Application_1346861296,[1]
5021,['Application_1346861296'],Accept,42409.68372,[],Application_1346861296,[1]
5022,['Application_1346861296'],Create offer,42409.68499,['Offer_2113871170'],Application_1346861296,[1]
5023,[],Send,42409.68579,['Offer_2113871170'],Application_1346861296,[1]
5024,[],Call,42409.68579,['Offer_2113871170'],Application_1346861296,[1]
5025,['Application_1346861296'],Create offer,42409.68656,['Offer_1250951917'],Application_1346861296,[1]
5026,[],Send,42409.68677,['Offer_1250951917'],Application_1346861296,[1]
5027,['Application_1346861296'],Cancel application,42418.38922,"['Offer_1250951917', 'Offer_2113871170']",Application_1346861296,[1]
5028,[],Cancel offer,42418.38922,['Offer_1250951917'],Application_1346861296,[1]
5029,[],Cancel offer,42418.38922,['Offer_2113871170'],Application_1346861296,[1]
5068,['Application_797815324'],Create application,42410.3588,[],Application_797815324,[0]
5069,['Application_797815324'],Submit,42410.3588,[],Application_797815324,[0]
5070,['Application_797815324'],Complete,42411.49604,[],Application_797815324,[0]
5071,['Application_797815324'],Accept,42411.50075,[],Application_797815324,[0]
5072,['Application_797815324'],Create offer,42411.50244,['Offer_1238203490'],Application_797815324,[0]
5073,['Application_797815324'],Create offer,42411.50283,['Offer_2106338464'],Application_797815324,[0]
5074,[],Send,42411.5042,['Offer_2106338464'],Application_797815324,[0]
5075,[],Send,42411.5042,['Offer_1238203490'],Application_797815324,[0]
5076,[],Call,42411.5042,['Offer_1238203490'],Application_797815324,[0]
5077,['Application_797815324'],Cancel application,42442.33415,"['Offer_2106338464', 'Offer_1238203490']",Application_797815324,[0]
5078,[],Cancel offer,42442.33415,['Offer_2106338464'],Application_797815324,[0]
5079,[],Cancel offer,42442.33415,['Offer_1238203490'],Application_797815324,[0]
5080,['Application_954960816'],Create application,42410.4405,[],Application_954960816,[2]
5081,['Application_954960816'],Submit,42410.4405,[],Application_954960816,[2]
5082,['Application_954960816'],Handle leads,42410.44291,[],Application_954960816,[2]
5083,['Application_954960816'],Complete,42410.5125,[],Application_954960816,[2]
5084,['Application_954960816'],Accept,42415.47184,[],Application_954960816,[2]
5085,['Application_954960816'],Create offer,42415.47289,['Offer_22974796'],Application_954960816,[2]
5086,['Application_954960816'],Create offer,42415.47318,['Offer_292929760'],Application_954960816,[2]
5087,[],Send,42415.47341,['Offer_292929760'],Application_954960816,[2]
5088,[],Send,42415.47341,['Offer_22974796'],Application_954960816,[2]
5089,[],Call,42415.47341,['Offer_22974796'],Application_954960816,[2]
5090,['Application_954960816'],Cancel application,42447.3339,"['Offer_22974796', 'Offer_292929760']",Application_954960816,[2]
5091,[],Cancel offer,42447.3339,['Offer_292929760'],Application_954960816,[2]
5092,[],Cancel offer,42447.3339,['Offer_22974796'],Application_954960816,[2]
5113,['Application_543260505'],Create application,42410.65879,[],Application_543260505,[0]
5114,['Application_543260505'],Submit,42410.65879,[],Application_543260505,[0]
5115,['Application_543260505'],Complete,42411.80575,[],Application_543260505,[0]
5116,['Application_543260505'],Accept,42411.8448,[],Application_543260505,[0]
5117,['Application_543260505'],Create offer,42411.84727,['Offer_905984407'],Application_543260505,[0]
5118,[],Send,42411.84742,['Offer_905984407'],Application_543260505,[0]
5119,[],Call,42411.84742,['Offer_905984407'],Application_543260505,[0]
5120,['Application_543260505'],Create offer,42411.84841,['Offer_1369509386'],Application_543260505,[0]
5121,[],Send,42411.84855,['Offer_1369509386'],Application_543260505,[0]
5122,['Application_543260505'],Cancel application,42442.33389,"['Offer_905984407', 'Offer_1369509386']",Application_543260505,[0]
5123,[],Cancel offer,42442.33389,['Offer_1369509386'],Application_543260505,[0]
5124,[],Cancel offer,42442.33389,['Offer_905984407'],Application_543260505,[0]
5125,['Application_2131249132'],Create application,42411.70032,[],Application_2131249132,[0]
5126,['Application_2131249132'],Submit,42411.70032,[],Application_2131249132,[0]
5127,['Application_2131249132'],Complete,42413.47772,[],Application_2131249132,[0]
5128,['Application_2131249132'],Accept,42426.65555,[],Application_2131249132,[0]
5129,['Application_2131249132'],Create offer,42426.65858,['Offer_803908273'],Application_2131249132,[0]
5130,['Application_2131249132'],Create offer,42426.65895,['Offer_1024898290'],Application_2131249132,[0]
5131,[],Send,42426.6592,['Offer_1024898290'],Application_2131249132,[0]
5132,[],Send,42426.6592,['Offer_803908273'],Application_2131249132,[0]
5133,[],Call,42426.6592,['Offer_803908273'],Application_2131249132,[0]
5134,['Application_2131249132'],Cancel application,42457.33403,"['Offer_803908273', 'Offer_1024898290']",Application_2131249132,[0]
5135,[],Cancel offer,42457.33403,['Offer_1024898290'],Application_2131249132,[0]
5136,[],Cancel offer,42457.33403,['Offer_803908273'],Application_2131249132,[0]
5137,['Application_813953346'],Create application,42411.90738,[],Application_813953346,[0]
5138,['Application_813953346'],Submit,42411.90738,[],Application_813953346,[0]
5139,['Application_813953346'],Complete,42413.60202,[],Application_813953346,[0]
5140,['Application_813953346'],Accept,42413.64686,[],Application_813953346,[0]
5141,['Application_813953346'],Create offer,42413.65625,['Offer_58765876'],Application_813953346,[0]
5142,['Application_813953346'],Create offer,42413.65644,['Offer_1640069863'],Application_813953346,[0]
5143,[],Send,42413.66569,['Offer_1640069863'],Application_813953346,[0]
5144,[],Send,42413.66569,['Offer_58765876'],Application_813953346,[0]
5145,[],Call,42413.66569,['Offer_58765876'],Application_813953346,[0]
5146,['Application_813953346'],Cancel application,42444.33364,"['Offer_1640069863', 'Offer_58765876']",Application_813953346,[0]
5147,[],Cancel offer,42444.33365,['Offer_1640069863'],Application_813953346,[0]
5148,[],Cancel offer,42444.33365,['Offer_58765876'],Application_813953346,[0]
5149,['Application_362700369'],Create application,42412.32891,[],Application_362700369,[2]
5150,['Application_362700369'],Submit,42412.32891,[],Application_362700369,[2]
5151,['Application_362700369'],Handle leads,42412.35512,[],Application_362700369,[2]
5152,['Application_362700369'],Complete,42412.35629,[],Application_362700369,[2]
5153,['Application_362700369'],Accept,42415.80099,[],Application_362700369,[2]
5154,['Application_362700369'],Create offer,42415.80369,['Offer_887641981'],Application_362700369,[2]
5155,['Application_362700369'],Create offer,42415.80403,['Offer_671705997'],Application_362700369,[2]
5156,[],Send,42415.80633,['Offer_671705997'],Application_362700369,[2]
5157,[],Send,42415.80633,['Offer_887641981'],Application_362700369,[2]
5158,[],Call,42415.80633,['Offer_887641981'],Application_362700369,[2]
5159,['Application_362700369'],Cancel application,42446.33408,"['Offer_671705997', 'Offer_887641981']",Application_362700369,[2]
5160,[],Cancel offer,42446.33408,['Offer_671705997'],Application_362700369,[2]
5161,[],Cancel offer,42446.33408,['Offer_887641981'],Application_362700369,[2]
5210,['Application_350290729'],Create application,42412.56817,[],Application_350290729,[2]
5211,['Application_350290729'],Submit,42412.56817,[],Application_350290729,[2]
5212,['Application_350290729'],Handle leads,42412.61658,[],Application_350290729,[2]
5213,['Application_350290729'],Complete,42412.61738,[],Application_350290729,[2]
5214,['Application_350290729'],Accept,42415.47304,[],Application_350290729,[2]
5215,['Application_350290729'],Create offer,42415.47811,['Offer_427733014'],Application_350290729,[2]
5216,['Application_350290729'],Create offer,42415.47862,['Offer_1876793687'],Application_350290729,[2]
